MT072688_1	Nepal
hCoV_19_Iceland_306_2020_EPI_ISL_417635	Iceland
hCoV_19_Iceland_307_2020_EPI_ISL_417636	Iceland
hCoV_19_Iceland_308_2020_EPI_ISL_417637	Iceland
hCoV_19_Iceland_309_2020_EPI_ISL_417638	Iceland
hCoV_19_Iceland_30_2020_EPI_ISL_417773	Iceland
hCoV_19_Iceland_310_2020_EPI_ISL_417639	Iceland
hCoV_19_Iceland_311_2020_EPI_ISL_417640	Iceland
hCoV_19_Iceland_312_2020_EPI_ISL_417641	Iceland
hCoV_19_Iceland_313_2020_EPI_ISL_417642	Iceland
hCoV_19_Iceland_314_2020_EPI_ISL_417643	Iceland
hCoV_19_Iceland_315_2020_EPI_ISL_417644	Iceland
hCoV_19_Iceland_316_2020_EPI_ISL_417645	Iceland
hCoV_19_Iceland_317_2020_EPI_ISL_417646	Iceland
hCoV_19_Iceland_318_2020_EPI_ISL_417647	Iceland
hCoV_19_Iceland_319_2020_EPI_ISL_417648	Iceland
hCoV_19_Iceland_31_2020_EPI_ISL_417842	Iceland
hCoV_19_Iceland_320_2020_EPI_ISL_417649	Iceland
hCoV_19_Iceland_321_2020_EPI_ISL_417650	Iceland
hCoV_19_Iceland_322_2020_EPI_ISL_417651	Iceland
hCoV_19_Iceland_323_2020_EPI_ISL_417652	Iceland
hCoV_19_Iceland_324_2020_EPI_ISL_417653	Iceland
hCoV_19_Iceland_325_2020_EPI_ISL_417654	Iceland
hCoV_19_Iceland_326_2020_EPI_ISL_417655	Iceland
hCoV_19_Iceland_327_2020_EPI_ISL_417656	Iceland
hCoV_19_Iceland_328_2020_EPI_ISL_417657	Iceland
hCoV_19_Iceland_329_2020_EPI_ISL_417658	Iceland
hCoV_19_Iceland_32_2020_EPI_ISL_417776	Iceland
hCoV_19_Iceland_330_2020_EPI_ISL_417659	Iceland
hCoV_19_Iceland_331_2020_EPI_ISL_417660	Iceland
hCoV_19_Iceland_332_2020_EPI_ISL_417661	Iceland
hCoV_19_Iceland_333_2020_EPI_ISL_417662	Iceland
hCoV_19_Iceland_334_2020_EPI_ISL_417663	Iceland
hCoV_19_Iceland_335_2020_EPI_ISL_417664	Iceland
hCoV_19_Iceland_336_2020_EPI_ISL_417665	Iceland
hCoV_19_Iceland_337_2020_EPI_ISL_417666	Iceland
hCoV_19_Iceland_338_2020_EPI_ISL_417667	Iceland
hCoV_19_Iceland_339_2020_EPI_ISL_417668	Iceland
hCoV_19_Iceland_33_2020_EPI_ISL_417702	Iceland
hCoV_19_Iceland_340_2020_EPI_ISL_417669	Iceland
hCoV_19_Iceland_341_2020_EPI_ISL_417670	Iceland
hCoV_19_Iceland_342_2020_EPI_ISL_417671	Iceland
hCoV_19_Iceland_343_2020_EPI_ISL_424367	Iceland
hCoV_19_Iceland_344_2020_EPI_ISL_424368	Iceland
hCoV_19_Iceland_345_2020_EPI_ISL_424369	Iceland
hCoV_19_Iceland_346_2020_EPI_ISL_424370	Iceland
hCoV_19_Iceland_347_2020_EPI_ISL_424371	Iceland
hCoV_19_Iceland_348_2020_EPI_ISL_424372	Iceland
hCoV_19_Iceland_349_2020_EPI_ISL_424373	Iceland
hCoV_19_Iceland_34_2020_EPI_ISL_417843	Iceland
hCoV_19_Iceland_350_2020_EPI_ISL_424374	Iceland
hCoV_19_Iceland_351_2020_EPI_ISL_424375	Iceland
hCoV_19_Iceland_352_2020_EPI_ISL_424376	Iceland
hCoV_19_Iceland_353_2020_EPI_ISL_424377	Iceland
hCoV_19_Iceland_354_2020_EPI_ISL_424378	Iceland
hCoV_19_Iceland_355_2020_EPI_ISL_424379	Iceland
hCoV_19_Iceland_356_2020_EPI_ISL_424380	Iceland
hCoV_19_Iceland_357_2020_EPI_ISL_424381	Iceland
hCoV_19_Iceland_358_2020_EPI_ISL_424382	Iceland
hCoV_19_Iceland_359_2020_EPI_ISL_424383	Iceland
hCoV_19_Iceland_35_2020_EPI_ISL_417697	Iceland
hCoV_19_Iceland_360_2020_EPI_ISL_424384	Iceland
hCoV_19_Iceland_361_2020_EPI_ISL_424385	Iceland
hCoV_19_Iceland_362_2020_EPI_ISL_424386	Iceland
hCoV_19_Iceland_363_2020_EPI_ISL_424387	Iceland
hCoV_19_Iceland_364_2020_EPI_ISL_424388	Iceland
hCoV_19_Iceland_365_2020_EPI_ISL_424389	Iceland
hCoV_19_Iceland_366_2020_EPI_ISL_424390	Iceland
hCoV_19_Iceland_367_2020_EPI_ISL_424391	Iceland
hCoV_19_Iceland_368_2020_EPI_ISL_424392	Iceland
hCoV_19_Iceland_369_2020_EPI_ISL_424393	Iceland
hCoV_19_Iceland_36_2020_EPI_ISL_417844	Iceland
hCoV_19_Iceland_370_2020_EPI_ISL_424394	Iceland
hCoV_19_Iceland_371_2020_EPI_ISL_424395	Iceland
hCoV_19_Iceland_372_2020_EPI_ISL_424396	Iceland
hCoV_19_Iceland_373_2020_EPI_ISL_424397	Iceland
hCoV_19_Iceland_374_2020_EPI_ISL_424398	Iceland
hCoV_19_Iceland_375_2020_EPI_ISL_424399	Iceland
hCoV_19_Iceland_376_2020_EPI_ISL_424400	Iceland
hCoV_19_Iceland_377_2020_EPI_ISL_424401	Iceland
hCoV_19_Iceland_378_2020_EPI_ISL_424402	Iceland
hCoV_19_Iceland_379_2020_EPI_ISL_424403	Iceland
hCoV_19_Iceland_37_2020_EPI_ISL_417681	Iceland
hCoV_19_Iceland_380_2020_EPI_ISL_424404	Iceland
hCoV_19_Iceland_381_2020_EPI_ISL_424405	Iceland
hCoV_19_Iceland_382_2020_EPI_ISL_424406	Iceland
hCoV_19_Iceland_383_2020_EPI_ISL_424407	Iceland
hCoV_19_Iceland_384_2020_EPI_ISL_424408	Iceland
hCoV_19_Iceland_385_2020_EPI_ISL_424409	Iceland
hCoV_19_Iceland_386_2020_EPI_ISL_424410	Iceland
hCoV_19_Iceland_387_2020_EPI_ISL_424411	Iceland
hCoV_19_Iceland_388_2020_EPI_ISL_424412	Iceland
hCoV_19_Iceland_389_2020_EPI_ISL_424413	Iceland
hCoV_19_Iceland_38_2020_EPI_ISL_417672	Iceland
hCoV_19_Iceland_390_2020_EPI_ISL_424414	Iceland
hCoV_19_Iceland_391_2020_EPI_ISL_424415	Iceland
hCoV_19_Iceland_392_2020_EPI_ISL_424416	Iceland
hCoV_19_Iceland_393_2020_EPI_ISL_424417	Iceland
hCoV_19_Iceland_394_2020_EPI_ISL_424418	Iceland
hCoV_19_Iceland_395_2020_EPI_ISL_424419	Iceland
hCoV_19_Iceland_396_2020_EPI_ISL_424420	Iceland
hCoV_19_Iceland_397_2020_EPI_ISL_424421	Iceland
hCoV_19_Iceland_398_2020_EPI_ISL_424422	Iceland
hCoV_19_Iceland_399_2020_EPI_ISL_424423	Iceland
hCoV_19_Iceland_39_2020_EPI_ISL_417677	Iceland
hCoV_19_Iceland_3_2020_EPI_ISL_417694	Iceland
hCoV_19_Iceland_400_2020_EPI_ISL_424424	Iceland
hCoV_19_Iceland_401_2020_EPI_ISL_424425	Iceland
hCoV_19_Iceland_402_2020_EPI_ISL_424426	Iceland
hCoV_19_Iceland_403_2020_EPI_ISL_424427	Iceland
hCoV_19_Iceland_404_2020_EPI_ISL_424428	Iceland
hCoV_19_Iceland_405_2020_EPI_ISL_424429	Iceland
hCoV_19_Iceland_406_2020_EPI_ISL_424430	Iceland
hCoV_19_Iceland_407_2020_EPI_ISL_424431	Iceland
hCoV_19_Iceland_408_2020_EPI_ISL_424432	Iceland
hCoV_19_Iceland_409_2020_EPI_ISL_424433	Iceland
hCoV_19_Iceland_40_2020_EPI_ISL_417846	Iceland
hCoV_19_Iceland_410_2020_EPI_ISL_424434	Iceland
hCoV_19_Iceland_411_2020_EPI_ISL_424435	Iceland
hCoV_19_Iceland_412_2020_EPI_ISL_424436	Iceland
hCoV_19_Iceland_413_2020_EPI_ISL_424437	Iceland
hCoV_19_Iceland_414_2020_EPI_ISL_424438	Iceland
hCoV_19_Iceland_415_2020_EPI_ISL_424439	Iceland
hCoV_19_Iceland_416_2020_EPI_ISL_424440	Iceland
hCoV_19_Iceland_417_2020_EPI_ISL_424441	Iceland
hCoV_19_Iceland_418_2020_EPI_ISL_424442	Iceland
hCoV_19_Iceland_419_2020_EPI_ISL_424443	Iceland
hCoV_19_Iceland_41_2020_EPI_ISL_417847	Iceland
hCoV_19_Iceland_420_2020_EPI_ISL_424444	Iceland
hCoV_19_Iceland_421_2020_EPI_ISL_424445	Iceland
hCoV_19_Iceland_422_2020_EPI_ISL_424446	Iceland
hCoV_19_Iceland_423_2020_EPI_ISL_424447	Iceland
hCoV_19_Iceland_424_2020_EPI_ISL_424448	Iceland
hCoV_19_Iceland_425_2020_EPI_ISL_424449	Iceland
hCoV_19_Iceland_426_2020_EPI_ISL_424450	Iceland
hCoV_19_Iceland_427_2020_EPI_ISL_424451	Iceland
hCoV_19_Iceland_428_2020_EPI_ISL_424452	Iceland
hCoV_19_Iceland_429_2020_EPI_ISL_424453	Iceland
hCoV_19_Iceland_42_2020_EPI_ISL_417673	Iceland
hCoV_19_Iceland_430_2020_EPI_ISL_424454	Iceland
hCoV_19_Iceland_431_2020_EPI_ISL_424455	Iceland
hCoV_19_Iceland_432_2020_EPI_ISL_424456	Iceland
hCoV_19_Iceland_433_2020_EPI_ISL_424457	Iceland
hCoV_19_Iceland_434_2020_EPI_ISL_424458	Iceland
hCoV_19_Iceland_435_2020_EPI_ISL_424459	Iceland
hCoV_19_Iceland_436_2020_EPI_ISL_424460	Iceland
hCoV_19_Iceland_437_2020_EPI_ISL_424461	Iceland
hCoV_19_Iceland_438_2020_EPI_ISL_424462	Iceland
hCoV_19_Iceland_439_2020_EPI_ISL_424463	Iceland
hCoV_19_Iceland_43_2020_EPI_ISL_417686	Iceland
hCoV_19_Iceland_440_2020_EPI_ISL_424464	Iceland
hCoV_19_Iceland_441_2020_EPI_ISL_424465	Iceland
hCoV_19_Iceland_442_2020_EPI_ISL_424466	Iceland
hCoV_19_Iceland_443_2020_EPI_ISL_424467	Iceland
hCoV_19_Iceland_444_2020_EPI_ISL_424468	Iceland
hCoV_19_Iceland_445_2020_EPI_ISL_424469	Iceland
hCoV_19_Iceland_446_2020_EPI_ISL_424470	Iceland
hCoV_19_Iceland_447_2020_EPI_ISL_424471	Iceland
hCoV_19_Iceland_448_2020_EPI_ISL_424472	Iceland
hCoV_19_Iceland_449_2020_EPI_ISL_424473	Iceland
hCoV_19_Iceland_44_2020_EPI_ISL_417848	Iceland
hCoV_19_Iceland_450_2020_EPI_ISL_424474	Iceland
hCoV_19_Iceland_451_2020_EPI_ISL_424475	Iceland
hCoV_19_Iceland_452_2020_EPI_ISL_424476	Iceland
hCoV_19_Iceland_454_2020_EPI_ISL_424477	Iceland
hCoV_19_Iceland_455_2020_EPI_ISL_424478	Iceland
hCoV_19_Iceland_456_2020_EPI_ISL_424479	Iceland
hCoV_19_Iceland_457_2020_EPI_ISL_424480	Iceland
hCoV_19_Iceland_458_2020_EPI_ISL_424481	Iceland
hCoV_19_Iceland_459_2020_EPI_ISL_424482	Iceland
hCoV_19_Iceland_45_2020_EPI_ISL_417715	Iceland
hCoV_19_Iceland_460_2020_EPI_ISL_424483	Iceland
hCoV_19_Iceland_461_2020_EPI_ISL_424484	Iceland
hCoV_19_Iceland_462_2020_EPI_ISL_424485	Iceland
hCoV_19_Iceland_463_2020_EPI_ISL_424486	Iceland
hCoV_19_Iceland_464_2020_EPI_ISL_424487	Iceland
hCoV_19_Iceland_465_2020_EPI_ISL_424488	Iceland
hCoV_19_Iceland_466_2020_EPI_ISL_424489	Iceland
hCoV_19_Iceland_467_2020_EPI_ISL_424490	Iceland
hCoV_19_Iceland_468_2020_EPI_ISL_424491	Iceland
hCoV_19_Iceland_469_2020_EPI_ISL_424492	Iceland
hCoV_19_Iceland_46_2020_EPI_ISL_417751	Iceland
hCoV_19_Iceland_470_2020_EPI_ISL_424493	Iceland
hCoV_19_Iceland_471_2020_EPI_ISL_424494	Iceland
hCoV_19_Iceland_472_2020_EPI_ISL_424495	Iceland
hCoV_19_Iceland_473_2020_EPI_ISL_424496	Iceland
hCoV_19_Iceland_474_2020_EPI_ISL_424497	Iceland
hCoV_19_Iceland_475_2020_EPI_ISL_424498	Iceland
hCoV_19_Iceland_476_2020_EPI_ISL_424499	Iceland
hCoV_19_Iceland_477_2020_EPI_ISL_424500	Iceland
hCoV_19_Iceland_478_2020_EPI_ISL_424501	Iceland
hCoV_19_Iceland_479_2020_EPI_ISL_424502	Iceland
hCoV_19_Iceland_47_2020_EPI_ISL_417683	Iceland
hCoV_19_Iceland_480_2020_EPI_ISL_424503	Iceland
hCoV_19_Iceland_481_2020_EPI_ISL_424504	Iceland
hCoV_19_Iceland_482_2020_EPI_ISL_424505	Iceland
hCoV_19_Iceland_483_2020_EPI_ISL_424506	Iceland
hCoV_19_Iceland_484_2020_EPI_ISL_424507	Iceland
hCoV_19_Iceland_485_2020_EPI_ISL_424508	Iceland
hCoV_19_Iceland_487_2020_EPI_ISL_424509	Iceland
hCoV_19_Iceland_488_2020_EPI_ISL_424510	Iceland
hCoV_19_Iceland_489_2020_EPI_ISL_424511	Iceland
hCoV_19_Iceland_48_2020_EPI_ISL_417707	Iceland
hCoV_19_Iceland_490_2020_EPI_ISL_424512	Iceland
hCoV_19_Iceland_491_2020_EPI_ISL_424513	Iceland
hCoV_19_Iceland_492_2020_EPI_ISL_424514	Iceland
hCoV_19_Iceland_493_2020_EPI_ISL_424515	Iceland
hCoV_19_Iceland_494_2020_EPI_ISL_424516	Iceland
hCoV_19_Iceland_495_2020_EPI_ISL_424517	Iceland
hCoV_19_Iceland_496_2020_EPI_ISL_424518	Iceland
hCoV_19_Iceland_497_2020_EPI_ISL_424519	Iceland
hCoV_19_Iceland_498_2020_EPI_ISL_424520	Iceland
hCoV_19_Iceland_499_2020_EPI_ISL_424521	Iceland
hCoV_19_Iceland_49_2020_EPI_ISL_417718	Iceland
hCoV_19_Iceland_4_2020_EPI_ISL_417845	Iceland
hCoV_19_Iceland_500_2020_EPI_ISL_424522	Iceland
hCoV_19_Iceland_501_2020_EPI_ISL_424523	Iceland
hCoV_19_Iceland_502_2020_EPI_ISL_424524	Iceland
hCoV_19_Iceland_503_2020_EPI_ISL_424525	Iceland
hCoV_19_Iceland_504_2020_EPI_ISL_424526	Iceland
hCoV_19_Iceland_505_2020_EPI_ISL_424527	Iceland
hCoV_19_Iceland_506_2020_EPI_ISL_424528	Iceland
hCoV_19_Iceland_507_2020_EPI_ISL_424529	Iceland
hCoV_19_Iceland_508_2020_EPI_ISL_424530	Iceland
hCoV_19_Iceland_509_2020_EPI_ISL_424531	Iceland
hCoV_19_Iceland_50_2020_EPI_ISL_417769	Iceland
hCoV_19_Iceland_510_2020_EPI_ISL_424532	Iceland
hCoV_19_Iceland_511_2020_EPI_ISL_424533	Iceland
hCoV_19_Iceland_512_2020_EPI_ISL_424534	Iceland
hCoV_19_Iceland_513_2020_EPI_ISL_424535	Iceland
hCoV_19_Iceland_514_2020_EPI_ISL_424536	Iceland
hCoV_19_Iceland_515_2020_EPI_ISL_424537	Iceland
hCoV_19_Iceland_516_2020_EPI_ISL_424538	Iceland
hCoV_19_Iceland_517_2020_EPI_ISL_424539	Iceland
hCoV_19_Iceland_519_2020_EPI_ISL_424540	Iceland
hCoV_19_Iceland_51_2020_EPI_ISL_417849	Iceland
hCoV_19_Iceland_520_2020_EPI_ISL_424541	Iceland
hCoV_19_Iceland_521_2020_EPI_ISL_424542	Iceland
hCoV_19_Iceland_522_2020_EPI_ISL_424543	Iceland
hCoV_19_Iceland_523_2020_EPI_ISL_424544	Iceland
hCoV_19_Iceland_524_2020_EPI_ISL_424545	Iceland
hCoV_19_Iceland_525_2020_EPI_ISL_424546	Iceland
hCoV_19_Iceland_526_2020_EPI_ISL_424547	Iceland
hCoV_19_Iceland_527_2020_EPI_ISL_424548	Iceland
hCoV_19_Iceland_528_2020_EPI_ISL_424549	Iceland
hCoV_19_Iceland_529_2020_EPI_ISL_424550	Iceland
hCoV_19_Iceland_52_2020_EPI_ISL_417850	Iceland
hCoV_19_Iceland_530_2020_EPI_ISL_424551	Iceland
hCoV_19_Iceland_532_2020_EPI_ISL_424552	Iceland
hCoV_19_Iceland_533_2020_EPI_ISL_424553	Iceland
hCoV_19_Iceland_534_2020_EPI_ISL_424554	Iceland
hCoV_19_Iceland_535_2020_EPI_ISL_424555	Iceland
hCoV_19_Iceland_536_2020_EPI_ISL_424556	Iceland
hCoV_19_Iceland_537_2020_EPI_ISL_424557	Iceland
hCoV_19_Iceland_538_2020_EPI_ISL_424558	Iceland
hCoV_19_Iceland_539_2020_EPI_ISL_424559	Iceland
hCoV_19_Iceland_53_2020_EPI_ISL_417851	Iceland
hCoV_19_Iceland_540_2020_EPI_ISL_424560	Iceland
hCoV_19_Iceland_541_2020_EPI_ISL_424561	Iceland
hCoV_19_Iceland_542_2020_EPI_ISL_424562	Iceland
hCoV_19_Iceland_543_2020_EPI_ISL_424563	Iceland
hCoV_19_Iceland_544_2020_EPI_ISL_424564	Iceland
hCoV_19_Iceland_545_2020_EPI_ISL_424565	Iceland
hCoV_19_Iceland_546_2020_EPI_ISL_424566	Iceland
hCoV_19_Iceland_547_2020_EPI_ISL_424567	Iceland
hCoV_19_Iceland_548_2020_EPI_ISL_424568	Iceland
hCoV_19_Iceland_549_2020_EPI_ISL_424569	Iceland
hCoV_19_Iceland_54_2020_EPI_ISL_417684	Iceland
hCoV_19_Iceland_550_2020_EPI_ISL_424570	Iceland
hCoV_19_Iceland_551_2020_EPI_ISL_424571	Iceland
hCoV_19_Iceland_552_2020_EPI_ISL_424572	Iceland
hCoV_19_Iceland_553_2020_EPI_ISL_424573	Iceland
hCoV_19_Iceland_554_2020_EPI_ISL_424574	Iceland
hCoV_19_Iceland_555_2020_EPI_ISL_424575	Iceland
hCoV_19_Iceland_556_2020_EPI_ISL_424576	Iceland
hCoV_19_Iceland_557_2020_EPI_ISL_424577	Iceland
hCoV_19_Iceland_558_2020_EPI_ISL_424578	Iceland
hCoV_19_Iceland_559_2020_EPI_ISL_424579	Iceland
hCoV_19_Iceland_55_2020_EPI_ISL_417687	Iceland
hCoV_19_Iceland_560_2020_EPI_ISL_424580	Iceland
hCoV_19_Iceland_561_2020_EPI_ISL_424581	Iceland
hCoV_19_Iceland_562_2020_EPI_ISL_424582	Iceland
hCoV_19_Iceland_563_2020_EPI_ISL_424583	Iceland
hCoV_19_Iceland_564_2020_EPI_ISL_424584	Iceland
hCoV_19_Iceland_565_2020_EPI_ISL_424585	Iceland
hCoV_19_Iceland_566_2020_EPI_ISL_424586	Iceland
hCoV_19_Iceland_567_2020_EPI_ISL_424587	Iceland
hCoV_19_Iceland_568_2020_EPI_ISL_424588	Iceland
hCoV_19_Iceland_569_2020_EPI_ISL_424589	Iceland
hCoV_19_Iceland_56_2020_EPI_ISL_417852	Iceland
hCoV_19_Iceland_570_2020_EPI_ISL_424590	Iceland
hCoV_19_Iceland_571_2020_EPI_ISL_424591	Iceland
hCoV_19_Iceland_572_2020_EPI_ISL_424592	Iceland
hCoV_19_Iceland_573_2020_EPI_ISL_424593	Iceland
hCoV_19_Iceland_574_2020_EPI_ISL_424594	Iceland
hCoV_19_Iceland_575_2020_EPI_ISL_424595	Iceland
hCoV_19_Iceland_576_2020_EPI_ISL_424596	Iceland
hCoV_19_Iceland_577_2020_EPI_ISL_424597	Iceland
hCoV_19_Iceland_578_2020_EPI_ISL_424598	Iceland
hCoV_19_Iceland_579_2020_EPI_ISL_424599	Iceland
hCoV_19_Iceland_57_2020_EPI_ISL_417692	Iceland
hCoV_19_Iceland_580_2020_EPI_ISL_424600	Iceland
hCoV_19_Iceland_581_2020_EPI_ISL_424601	Iceland
hCoV_19_Iceland_582_2020_EPI_ISL_424602	Iceland
hCoV_19_Iceland_583_2020_EPI_ISL_424603	Iceland
hCoV_19_Iceland_584_2020_EPI_ISL_424604	Iceland
hCoV_19_Iceland_585_2020_EPI_ISL_424605	Iceland
hCoV_19_Iceland_586_2020_EPI_ISL_424606	Iceland
hCoV_19_Iceland_587_2020_EPI_ISL_424607	Iceland
hCoV_19_Iceland_588_2020_EPI_ISL_424608	Iceland
hCoV_19_Iceland_589_2020_EPI_ISL_424609	Iceland
hCoV_19_Iceland_58_2020_EPI_ISL_417756	Iceland
hCoV_19_Iceland_590_2020_EPI_ISL_424610	Iceland
hCoV_19_Iceland_591_2020_EPI_ISL_424611	Iceland
hCoV_19_Iceland_592_2020_EPI_ISL_424612	Iceland
hCoV_19_Iceland_593_2020_EPI_ISL_424613	Iceland
hCoV_19_Iceland_594_2020_EPI_ISL_424614	Iceland
hCoV_19_Iceland_595_2020_EPI_ISL_424615	Iceland
hCoV_19_Iceland_596_2020_EPI_ISL_424616	Iceland
hCoV_19_Iceland_597_2020_EPI_ISL_424617	Iceland
hCoV_19_Iceland_598_2020_EPI_ISL_424618	Iceland
hCoV_19_Iceland_599_2020_EPI_ISL_424619	Iceland
hCoV_19_Iceland_59_2020_EPI_ISL_417853	Iceland
hCoV_19_Iceland_5_2020_EPI_ISL_417739	Iceland
hCoV_19_Iceland_600_2020_EPI_ISL_424620	Iceland
hCoV_19_Iceland_601_2020_EPI_ISL_424621	Iceland
hCoV_19_Iceland_602_2020_EPI_ISL_424622	Iceland
hCoV_19_Iceland_603_2020_EPI_ISL_424623	Iceland
hCoV_19_Iceland_604_2020_EPI_ISL_424624	Iceland
hCoV_19_Iceland_60_2020_EPI_ISL_417760	Iceland
hCoV_19_Iceland_61_2020_EPI_ISL_417731	Iceland
hCoV_19_Iceland_62_2020_EPI_ISL_417757	Iceland
hCoV_19_Iceland_63_2020_EPI_ISL_417855	Iceland
hCoV_19_Iceland_64_2020_EPI_ISL_417856	Iceland
hCoV_19_Iceland_65_2020_EPI_ISL_417705	Iceland
hCoV_19_Iceland_66_2020_EPI_ISL_417857	Iceland
hCoV_19_Iceland_67_2020_EPI_ISL_417723	Iceland
hCoV_19_Iceland_68_2020_EPI_ISL_417858	Iceland
hCoV_19_Iceland_69_2020_EPI_ISL_417749	Iceland
hCoV_19_Iceland_6_2020_EPI_ISL_417854	Iceland
hCoV_19_Iceland_70_2020_EPI_ISL_417728	Iceland
hCoV_19_Iceland_71_2020_EPI_ISL_417859	Iceland
hCoV_19_Iceland_72_2020_EPI_ISL_417860	Iceland
hCoV_19_Iceland_73_2020_EPI_ISL_417861	Iceland
hCoV_19_Iceland_74_2020_EPI_ISL_417701	Iceland
hCoV_19_Iceland_75_2020_EPI_ISL_417726	Iceland
hCoV_19_Iceland_76_2020_EPI_ISL_417674	Iceland
hCoV_19_Iceland_77_2020_EPI_ISL_417862	Iceland
hCoV_19_Iceland_78_2020_EPI_ISL_417863	Iceland
hCoV_19_Iceland_79_2020_EPI_ISL_417679	Iceland
hCoV_19_Iceland_7_2020_EPI_ISL_417740	Iceland
hCoV_19_Iceland_80_2020_EPI_ISL_417865	Iceland
hCoV_19_Iceland_81_2020_EPI_ISL_417866	Iceland
hCoV_19_Iceland_82_2020_EPI_ISL_417867	Iceland
hCoV_19_Iceland_83_2020_EPI_ISL_417868	Iceland
hCoV_19_Iceland_84_2020_EPI_ISL_417761	Iceland
hCoV_19_Iceland_85_2020_EPI_ISL_417869	Iceland
hCoV_19_Iceland_86_2020_EPI_ISL_417870	Iceland
hCoV_19_Iceland_87_2020_EPI_ISL_417729	Iceland
hCoV_19_Iceland_88_2020_EPI_ISL_417675	Iceland
hCoV_19_Iceland_89_2020_EPI_ISL_417738	Iceland
hCoV_19_Iceland_8_2020_EPI_ISL_417864	Iceland
hCoV_19_Iceland_90_2020_EPI_ISL_417872	Iceland
hCoV_19_Iceland_91_2020_EPI_ISL_417873	Iceland
hCoV_19_Iceland_92_2020_EPI_ISL_417704	Iceland
hCoV_19_Iceland_93_2020_EPI_ISL_417730	Iceland
hCoV_19_Iceland_94_2020_EPI_ISL_417732	Iceland
hCoV_19_Iceland_95_2020_EPI_ISL_417874	Iceland
hCoV_19_Iceland_96_2020_EPI_ISL_417875	Iceland
hCoV_19_Iceland_97_2020_EPI_ISL_417876	Iceland
hCoV_19_Iceland_98_2020_EPI_ISL_417676	Iceland
hCoV_19_Iceland_99_2020_EPI_ISL_417768	Iceland
hCoV_19_Iceland_9_2020_EPI_ISL_417871	Iceland
hCoV_19_Iceland_LUH_01_2020_EPI_ISL_417481	Iceland
hCoV_19_India_1_27_2020_EPI_ISL_413522	India
hCoV_19_India_1_31_2020_EPI_ISL_413523	India
hCoV_19_India_1063_2020_EPI_ISL_424361	India
hCoV_19_India_1073_2020_EPI_ISL_421662	India
hCoV_19_India_1093_2020_EPI_ISL_421663	India
hCoV_19_India_1100_2020_EPI_ISL_421664	India
hCoV_19_India_1104_2020_EPI_ISL_421665	India
hCoV_19_India_1111_2020_EPI_ISL_421666	India
hCoV_19_India_1115_2020_EPI_ISL_421667	India
hCoV_19_India_1125_2020_EPI_ISL_421668	India
hCoV_19_India_1135_2020_EPI_ISL_424362	India
hCoV_19_India_1616_2020_EPI_ISL_421669	India
hCoV_19_India_1617_2020_EPI_ISL_421670	India
hCoV_19_India_1621_2020_EPI_ISL_421671	India
hCoV_19_India_1644_2020_EPI_ISL_421672	India
hCoV_19_India_1652_2020_EPI_ISL_424363	India
hCoV_19_India_2020763_2020_EPI_ISL_420544	India
hCoV_19_India_2020770_2020_EPI_ISL_420546	India
hCoV_19_India_2020772_2020_EPI_ISL_420548	India
hCoV_19_India_2020773_2020_EPI_ISL_420550	India
hCoV_19_India_2020777_2020_EPI_ISL_420552	India
hCoV_19_India_2020781_2020_EPI_ISL_420554	India
hCoV_19_India_2020c32_2020_EPI_ISL_420556	India
hCoV_19_India_3118_2020_EPI_ISL_424364	India
hCoV_19_India_3239_2020_EPI_ISL_424365	India
hCoV_19_India_341_2020_EPI_ISL_414515	India
hCoV_19_India_763_2020_EPI_ISL_420543	India
hCoV_19_India_770_2020_EPI_ISL_420545	India
hCoV_19_India_772_2020_EPI_ISL_420547	India
hCoV_19_India_773_2020_EPI_ISL_420549	India
hCoV_19_India_777_2020_EPI_ISL_420551	India
hCoV_19_India_781_2020_EPI_ISL_420553	India
hCoV_19_India_GBRC10_2020_EPI_ISL_437438_2020_04_24	India
hCoV_19_India_GBRC11_2020_EPI_ISL_437439_2020_04_23	India
hCoV_19_India_GBRC12_2020_EPI_ISL_437440_2020_04_26	India
hCoV_19_India_GBRC13_2020_EPI_ISL_437441_2020_04_26	India
hCoV_19_India_GBRC14_2020_EPI_ISL_437442_2020_04_27	India
hCoV_19_India_GBRC15_2020_EPI_ISL_437443_2020_04_27	India
hCoV_19_India_GBRC16_2020_EPI_ISL_437444_2020_04_26	India
hCoV_19_India_GBRC17a_2020_EPI_ISL_437445_2020_04_26	India
hCoV_19_India_GBRC17b_2020_EPI_ISL_437446_2020_04_26	India
hCoV_19_India_GBRC18_2020_EPI_ISL_437447_2020_04_26	India
hCoV_19_India_GBRC19_2020_EPI_ISL_437448_2020_04_26	India
hCoV_19_India_GBRC1_2020_EPI_ISL_426414	India
hCoV_19_India_GBRC1s_2020_EPI_ISL_426415	India
hCoV_19_India_GBRC20_2020_EPI_ISL_437449_2020_04_26	India
hCoV_19_India_GBRC21_2020_EPI_ISL_437450_2020_04_26	India
hCoV_19_India_GBRC22_2020_EPI_ISL_437451_2020_04_26	India
hCoV_19_India_GBRC23_2020_EPI_ISL_437452_2020_04_26	India
hCoV_19_India_GBRC24a_2020_EPI_ISL_437453_2020_04_26	India
hCoV_19_India_GBRC24b_2020_EPI_ISL_437454_2020_04_26	India
hCoV_19_India_GBRC25_2020_EPI_ISL_444456_2020_04_26	India
